"id","created_at","name","has_test","alternate_url"
"121090422","2025-06-06T16:59:41+0300","Senior Data Scientist LLM/ Ведущий специалист по данным",false,"https://hh.ru/vacancy/121090422"
"121488935","2025-06-09T18:10:00+0300","Младший специалист по данным (Junior Data Scientist)",false,"https://hh.ru/vacancy/121488935"
"121697596","2025-06-16T18:49:04+0300","Middle Data Scientist (LLM) / Специалист по данным",false,"https://hh.ru/vacancy/121697596"
